Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
"Marrero, Lawrence",,,"Burke, Raymond, 1904-1986",Raymond Burke,Raymond,Burke,1904,1986,with Raymond Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/910,910,,,
Punch Miller's Band,"Spielgel, Gerald Alan",,"Lewis, George, 1900-1968",George Lewis,George,Lewis,1900,1968,"George Lewis, cl, Manuel Sayles, bj at Preservation Hall.","gift of the photographer, October 22, 1976.",1964,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000979,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/911,911,912.jp2,/p16313coll33/image/912.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,"Spielgel, Gerald Alan",,"Lewis, George, 1900-1968",George Lewis,George,Lewis,1900,1968,"Punch Miller, tp, John Joseph, b, George Lewis, cl, Manuel Sayles, bj at Preservation Hall.","gift of the photographer, October 22, 1976.",1964,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000980,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/912,912,913.jp2,/p16313coll33/image/913.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,"Spielgel, Gerald Alan",,"Lewis, George, 1900-1968",George Lewis,George,Lewis,1900,1968,"Punch Miller, tp, John Joseph, b, George Lewis, cl at Preservation Hall.","gift of the photographer, October 22, 1976.",1964,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000981,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/913,913,914.jp2,/p16313coll33/image/914.jp2,http://sws.geonames.org/4335053/
"Middleton, Velma",,,"Bigard, Barney, 1906-1980",Barney Bigard,Barney,Bigard,1906,1980,with Barney Bigard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/915,915,,,
Roberta Martin Singers,,,"Barrett, Delois",Delois Barrett,Delois,Barrett,,,"Eugene Smith, Willie Webb, James Lawrence, Delois Barrett, Sadie Durral, Roberta Martin, [founder, director],center.","Gift of Dr. Clayton Hannah, December 1980.",1940,,See 'reference url' on the navigation bar,,,Chicago (Il.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000966,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/916,916,917.jp2,/p16313coll33/image/917.jp2,http://sws.geonames.org/4887539/
"Martyn, Barry","Hurley, Jack",,"Colar, George, 1908-1996",George Colar,George,Colar,1908,1996,with George ‚ÄúKid Sheik‚Äù Colar; Avery ‚ÄúKid‚Äù Howard‚Äôs band was playing.,,1963-11-07,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000971,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/925,925,926.jp2,/p16313coll33/image/926.jp2,
"Matthews, Bill",,,"Matthews, Bill, 1899-1964",Bill Matthews,Bill,Matthews,1899,1964,"with Alponse Picou, Alvin Alcorn, Christopher ‚ÄúBlack Happy‚Äù Goldston, Ricard Alexis, and Joe Robichaux.","Mardi Gras Club, Bourbon Street",1951 or 1952,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000973,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/926,926,927.jp2,/p16313coll33/image/927.jp2,http://sws.geonames.org/4335053/
"Matthews, Bill",,,"Alcorn, Alvin, 1912-2003",Alvin Alcorn,Alvin,Alcorn,1912,2003,"with Alponse Picou, Alvin Alcorn, Christopher ‚ÄúBlack Happy‚Äù Goldston, Ricard Alexis, and Joe Robichaux.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/926,926,,,
"Matthews, Bill",,,"Alexis, Ricard, 1861-1960",Ricard Alexis,Ricard,Alexis,1861,1960,"with Alponse Picou, Alvin Alcorn, Christopher ‚ÄúBlack Happy‚Äù Goldston, Ricard Alexis, and Joe Robichaux.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/926,926,,,
"Merlin, Pierre",,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,with Richard B. Allen; during Merlin‚Äôs visit to New Orleans.,Gift of Pierre Merlin,1961-07,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000975,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/927,927,928.jp2,/p16313coll33/image/928.jp2,
"Merlin, Pierre",,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,with Richard B. Allen; during Merlin‚Äôs visit to New Orleans.,Gift of Pierre Merlin,1961-07,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000976,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/928,928,929.jp2,/p16313coll33/image/929.jp2,
Punch Miller's Band,"Hurley, Jack",,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"Paul Crawford, tb, Joe Watkins, d, Punch Miller, tp, John Joseph, b, Raymond Burke, cl, and Dolly Adams, p",Preservation Hall,1964-05-21,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000982,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/929,929,930.jp2,/p16313coll33/image/930.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,"Hurley, Jack",,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"Paul Crawford, tb, John Joseph, b, Punch Miller, tp, Raymond Burke, cl, and Dolly Adams, p; first formal engagement for Paul & Ray with Punch.",Preservation Hall,1964-05-21,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000983,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/930,930,931.jp2,/p16313coll33/image/931.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,,,"Burke, Raymond, 1904-1986",Raymond Burke,Raymond,Burke,1904,1986,"Paul Crawford, tb, John Joseph, b, Punch Miller, tp, Raymond Burke, cl, and Dolly Adams, p; first formal engagement for Paul & Ray with Punch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/930,930,,,
Punch Miller's Band,"Hurley, Jack",,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"Paul Crawford, tb, Joe Watkins, d, Punch Miller, tp, John Joseph, b, Raymond Burke, cl, and Dolly Adam, p",Preservation Hall,1964-05-21,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000984,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/931,931,932.jp2,/p16313coll33/image/932.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,,,"Burke, Raymond, 1904-1986",Raymond Burke,Raymond,Burke,1904,1986,"Paul Crawford, tb, Joe Watkins, d, Punch Miller, tp, John Joseph, b, Raymond Burke, cl, and Dolly Adam, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/931,931,,,
Punch Miller's Band,"Hurley, Jack",,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"Paul Crawford, tb, Joe Watkins, d, Punch Miller, tp, John Joseph, b, Raymond Burke, cl, and Dolly Adams, p",Preservation Hall,1964-05-21,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000985,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/932,932,933.jp2,/p16313coll33/image/933.jp2,http://sws.geonames.org/4335053/
Punch Miller's Band,,,"Burke, Raymond, 1904-1986",Raymond Burke,Raymond,Burke,1904,1986,"Paul Crawford, tb, Joe Watkins, d, Punch Miller, tp, John Joseph, b, Raymond Burke, cl, and Dolly Adams, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/932,932,,,
Anderson Minor Brass Band,"Hurley, Jack",,"McNeil, John Henry",John Henry McNeil,John Henry,McNeil,,,Sunday School parade; John Henry McNeil and Richard B. Allen talk after meeting each other along route; parade files by.,#11 of 19; Louisiana Avenue,1963-05-26,,See 'reference url' on the navigation bar,,,New Orleans (La.),,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000997,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/943,943,944.jp2,/p16313coll33/image/944.jp2,http://sws.geonames.org/4335053/
Anderson Minor Brass Band,,,"Allen, Richard, 1927-2007",Richard Allen,Richard,Allen,1927,2007,Sunday School parade; John Henry McNeil and Richard B. Allen talk after meeting each other along route; parade files by.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/943,943,,,
"Manetta, Manuel","Russell, William",,"Manetta, Manuel",Manuel Manetta,Manuel,Manetta,,,[with Minor ‚ÄúRam‚Äù Hall on same mounting board],1st week of September 1958,1958-09,,See 'reference url' on the navigation bar,,,,,Copyright is in accordance with U.S. copyright laws.,,raeburn@tulane.edu,,,ae,08/21/13,OPH000951,600 dpi,24-bit,RGB,,,,,BF,2013-07,,,08/26/13,08/26/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/948,948,949.jp2,/p16313coll33/image/949.jp2,
"Mangiapane, Sherwood",,,"Mangiapane, Sherwood, 1912-1992",Sherwood Mangiapane,Sherwood,Mangiapane,1912,1992,[with Minor ‚ÄúRam‚Äù Hall on same mounting board],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/949,949,,,
"Martin, Lawrence ""Toca""",,,"Martin, Lawrence",Lawrence Martin,Lawrence,Martin,,,[with Minor ‚ÄúRam‚Äù Hall on same mounting board],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/950,950,,,
"Morand, Herb","Steinau, Bernard",,"Burbank, Albert, 1902-1976",Albert Burbank,Albert,Burbank,1902,1976,with Albert Burbank and Clarence Gabriel; at work,,circa 1950,,,,,,,,,raeburn@tulane.edu,Image,tif,,,OPH001017,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/951,951,952.jp2,/p16313coll33/image/952.jp2,
"Morand, Herb",,,"Morand, Herb, 1905-1952",Herb Morand,Herb,Morand,1905,1952,with Albert Burbank and Clarence Gabriel; at work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/951,951,,,
Jellyroll Morton & His Red Hot Peppers,,,"Simeon, Omer, 1898-1959",Omer Simeon,Omer,Simeon,1898,1959,"Omer Simeon, Andrew Hillaire, Johnny Lindsay, Johnny St. Cyr, Edward ‚ÄúKid‚Äù Ory, and George Mitchell; seated in front is Jelly Roll Morton.",,1926,,,,,Chicago (Il.),Simeon Collection,,,raeburn@tulane.edu,Image,tif,,,OPH001026,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/952,952,953.jp2,/p16313coll33/image/953.jp2,http://sws.geonames.org/4887539/
Jellyroll Morton & His Red Hot Peppers,,,"St. Cyr, Johnny, 1890-1966",Johnny St. Cyr,Johnny,St. Cyr,1890,1966,"Omer Simeon, Andrew Hillaire, Johnny Lindsay, Johnny St. Cyr, Edward ‚ÄúKid‚Äù Ory, and George Mitchell; seated in front is Jelly Roll Morton.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/952,952,,,
Jellyroll Morton & His Red Hot Peppers,,,"Ory, Kid, 1886-1973",Kid Ory,Kid,Ory,1886,1973,"Omer Simeon, Andrew Hillaire, Johnny Lindsay, Johnny St. Cyr, Edward ‚ÄúKid‚Äù Ory, and George Mitchell; seated in front is Jelly Roll Morton.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/952,952,,,
Jellyroll Morton & His Red Hot Peppers,,,"Morton, Jelly Roll, 1890-1941",Jelly Roll Morton,Jelly Roll,Morton,1890,1941,"Omer Simeon, Andrew Hillaire, Johnny Lindsay, Johnny St. Cyr, Edward ‚ÄúKid‚Äù Ory, and George Mitchell; seated in front is Jelly Roll Morton.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/952,952,,,
Jellyroll Morton & His Red Hot Peppers,,,"Simeon, Omer, 1898-1959",Omer Simeon,Omer,Simeon,1898,1959,"Andrew Hillaire, Edward ‚ÄúKid‚Äù Ory, George Mitchell, Johnny Lindsay, Jelly Roll Morton, Johnny St. Cyr, and Omer Simeon.",,1926,,,,,Chicago (Il.),,,,raeburn@tulane.edu,Image,tif,,,OPH001027,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/953,953,954.jp2,/p16313coll33/image/954.jp2,http://sws.geonames.org/4887539/
Jellyroll Morton & His Red Hot Peppers,,,"St. Cyr, Johnny, 1890-1966",Johnny St. Cyr,Johnny,St. Cyr,1890,1966,"Andrew Hillaire, Edward ‚ÄúKid‚Äù Ory, George Mitchell, Johnny Lindsay, Jelly Roll Morton, Johnny St. Cyr, and Omer Simeon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/953,953,,,
Jellyroll Morton & His Red Hot Peppers,,,"Ory, Kid, 1886-1973",Kid Ory,Kid,Ory,1886,1973,"Andrew Hillaire, Edward ‚ÄúKid‚Äù Ory, George Mitchell, Johnny Lindsay, Jelly Roll Morton, Johnny St. Cyr, and Omer Simeon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/953,953,,,
Jellyroll Morton & His Red Hot Peppers,,,"Morton, Jelly Roll, 1890-1941",Jelly Roll Morton,Jelly Roll,Morton,1890,1941,"Andrew Hillaire, Edward ‚ÄúKid‚Äù Ory, George Mitchell, Johnny Lindsay, Jelly Roll Morton, Johnny St. Cyr, and Omer Simeon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/953,953,,,
Musicians' Union Concert Band,,,"Parenti, Tony, 1900-1972",Tony Parenti,Tony,Parenti,1900,1972,"Musicians' Union Concert Band: Front row, on ground: George Peterson, 2nd from left, Ralph Chabao, 3rd from left, Emile Tosso, 4th from left, Giacomo ‚ÄúJack‚Äù Pipitone, 2nd from right; middle row, seated: Mario Finazzo, tu, Joe Vicari, 7th from left, cl, Manuel Alessandro, 8th from left, s, [Chester Veazy ?], 10th from left, tp,[Lucien Broekhove ?], 11, from left, tp, [Dan Sanderson ?], 12th from left, s, Florencio Ramos, 13th from left, s, Ettore ‚ÄúEd‚Äù Fontana, 14th from left, John Vicari, 15th from left, Eddie Fay, 16th from left, tp; back row, standing: Michael Cupero, 4th from left, tp, Denena, 6th from left, [Rocco Cardona ?], 10th from left, tp, Anthony Papalia, 12th from left, cl, Chas. Scaglione, 13th from left, cl, Tony Parenti, 15th from left, cl, Jean Paquay, 14th from left, cl, Bob Aquilera, 17th from left, tb, [Russ Papalia ?  or Georg Brunis ?], 18th from left, tb, Vincent Orso, 6th from right, french horn.  November 27, 1923 - Lafayette Square;  Photographer: Technical Studio, Canal Street, New Orleans, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/954,954,,,
Mobile Strugglers,"Russell, William",,"Howard, Darnell, 1895-1966",Darnell Howard,Darnell,Howard,1895,1966,"1) Mobile Strugglers Summer 1949 - Montgomery, Alabama;  2) Natty Dominique Band: Preston Jackson, Darnell Howard, and Warren ‚ÄúBaby‚Äù Dodds, Fall 1953 - Chicago ",,1949; 1953,,,,,Montgomery (Al.); Chicago (Il.),William Russel Collection,,,raeburn@tulane.edu,Image,tif,,,OPH001011,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/956,956,957.jp2,/p16313coll33/image/957.jp2,
Mobile Strugglers,,,"Dodds, Warren, 1898-1959",Warren Dodds,Warren,Dodds,1898,1959,"1) Mobile Strugglers Summer 1949 - Montgomery, Alabama;  2) Natty Dominique Band: Preston Jackson, Darnell Howard, and Warren ‚ÄúBaby‚Äù Dodds, Fall 1953 - Chicago ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/956,956,,,
Anderson Minor Brass Band,"Hurley, Jack",,"Warner, Albert",Albert Warner,Albert,Warner,,,"Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, and Jack Willis.",#16 of 19,1963-05-26,,,,,New Orleans (La.),,,,raeburn@tulane.edu,Image,tif,,,OPH001002,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/960,960,961.jp2,/p16313coll33/image/961.jp2,http://sws.geonames.org/4335053/
Anderson Minor Brass Band,,,"Henry, Oscar",Oscar Henry,Oscar,Henry,,,"Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, and Jack Willis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/960,960,,,
Anderson Minor Brass Band,,,"Green, Jerry",Jerry Green,Jerry,Green,,,"Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, and Jack Willis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/960,960,,,
Anderson Minor Brass Band,"Hurley, Jack",,"Warner, Albert",Albert Warner,Albert,Warner,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis and [Jesse Charles ?]",#17 of 19,1963-05-26,,,,,New Orleans (La.),,,,raeburn@tulane.edu,Image,tif,,,OPH001003,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/961,961,962.jp2,/p16313coll33/image/962.jp2,http://sws.geonames.org/4335053/
Anderson Minor Brass Band,,,"Henry, Oscar",Oscar Henry,Oscar,Henry,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis and [Jesse Charles ?]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/961,961,,,
Anderson Minor Brass Band,,,"Charles, Jesse",Jesse Charles,Jesse,Charles,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis and [Jesse Charles ?]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/961,961,,,
Anderson Minor Brass Band,,,"Greene, Jerry",Jerry Greene,Jerry,Greene,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis and [Jesse Charles ?]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/961,961,,,
Anderson Minor Brass Band,"Hurley, Jack",,"Warner, Albert",Albert Warner,Albert,Warner,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis, and [Jesse Charles ?].",#18 of 19,1963-05-26,,,,,New Orleans (La.),,,,raeburn@tulane.edu,Image,tif,,,OPH001004,,,,,,,,,,,,08/27/13,08/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/962,962,963.jp2,/p16313coll33/image/963.jp2,http://sws.geonames.org/4335053/
Anderson Minor Brass Band,,,"Henry, Oscar",Oscar Henry,Oscar,Henry,,,"End of Sunday School parade; Second band in parade: Albert Warner, [Jerry Green ?], Oscar ‚ÄúChicken‚Äù Henry, Joseph ‚ÄúBrother Cornbread‚Äù Thomas, Paul Barbarin, Jack Willis, and [Jesse Charles ?].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/962,962,,,
